,DATAID,test_score,train_score,RNA_K,PROTEIN_K,TOP_RATIO
365,4,"{'acc': 0.9767080745341615, 'auc': 0.9766943399154285, 'fpr': array([0.        , 0.02675585, 1.        ]), 'tpr': array([0.        , 0.97971014, 1.        ]), 'mcc': 0.953171461212413, 'tnr': 0.9732441471571907, 'ppv': 0.976878612716763, 'f_score': 0.9782923299565847, 'ap': 0.9679274524587417, 'brier': 0.023291925465838508, 'sensitivity': 0.9797101449275363}",0.9933954933954934,5,4,0.93
366,4,"{'acc': 0.968944099378882, 'auc': 0.9696134486634415, 'fpr': array([0.        , 0.04467354, 1.        ]), 'tpr': array([0.        , 0.98016997, 1.        ]), 'mcc': 0.9373598089479566, 'tnr': 0.9553264604810997, 'ppv': 0.9637883008356546, 'f_score': 0.9719101123595506, 'ap': 0.9555459167446901, 'brier': 0.031055900621118012, 'sensitivity': 0.9801699716713881}",0.9933954933954934,5,4,0.9450000000000001
367,4,"{'acc': 0.9736024844720497, 'auc': 0.9732046377150201, 'fpr': array([0.        , 0.02758621, 1.        ]), 'tpr': array([0.        , 0.97457627, 1.        ]), 'mcc': 0.946699625321591, 'tnr': 0.9724137931034482, 'ppv': 0.9773371104815864, 'f_score': 0.9759547383309759, 'ap': 0.966464712104778, 'brier': 0.026397515527950312, 'sensitivity': 0.9745762711864406}",0.9937839937839937,5,4,0.96
368,4,"{'acc': 0.9798136645962733, 'auc': 0.9805886066728182, 'fpr': array([0.        , 0.03311258, 1.        ]), 'tpr': array([0.        , 0.99122807, 1.        ]), 'mcc': 0.9596451293247122, 'tnr': 0.9668874172185431, 'ppv': 0.9713467048710601, 'f_score': 0.9811866859623734, 'ap': 0.9674845048337799, 'brier': 0.020186335403726708, 'sensitivity': 0.9912280701754386}",0.9937839937839937,5,4,0.975
369,4,"{'acc': 0.9704968944099379, 'auc': 0.9714965986394557, 'fpr': array([0.        , 0.04620462, 1.        ]), 'tpr': array([0.        , 0.98533724, 1.        ]), 'mcc': 0.9410609304263199, 'tnr': 0.9537953795379538, 'ppv': 0.96, 'f_score': 0.9725036179450073, 'ap': 0.9536877288209686, 'brier': 0.029503105590062112, 'sensitivity': 0.9853372434017595}",0.993006993006993,5,4,0.99
370,4,"{'acc': 0.9751552795031055, 'auc': 0.9752471885036726, 'fpr': array([0.        , 0.03010033, 1.        ]), 'tpr': array([0.        , 0.97971014, 1.        ]), 'mcc': 0.9500519907940078, 'tnr': 0.9698996655518395, 'ppv': 0.9740634005763689, 'f_score': 0.976878612716763, 'ap': 0.9651693605646744, 'brier': 0.024844720496894408, 'sensitivity': 0.9797101449275363}",0.9937839937839937,5,5,0.93
371,4,"{'acc': 0.9829192546583851, 'auc': 0.9832025514619371, 'fpr': array([0.        , 0.02364865, 1.        ]), 'tpr': array([0.        , 0.98850575, 1.        ]), 'mcc': 0.9656307904997943, 'tnr': 0.9763513513513513, 'ppv': 0.98005698005698, 'f_score': 0.9842632331902718, 'ap': 0.975003137421928, 'brier': 0.017080745341614908, 'sensitivity': 0.9885057471264368}",0.9933954933954934,5,5,0.9450000000000001
372,4,"{'acc': 0.9829192546583851, 'auc': 0.9832365481831762, 'fpr': array([0.        , 0.02554745, 1.        ]), 'tpr': array([0.        , 0.98918919, 1.        ]), 'mcc': 0.9650563817971927, 'tnr': 0.9744525547445255, 'ppv': 0.9812332439678284, 'f_score': 0.9851951547779274, 'ap': 0.9768364971302377, 'brier': 0.017080745341614908, 'sensitivity': 0.9891891891891892}",0.993006993006993,5,5,0.96
373,4,"{'acc': 0.968944099378882, 'auc': 0.9696587098046953, 'fpr': array([0.        , 0.04642857, 1.        ]), 'tpr': array([0.        , 0.98076923, 1.        ]), 'mcc': 0.9368257346849544, 'tnr': 0.9535714285714286, 'ppv': 0.9648648648648649, 'f_score': 0.9727520435967303, 'ap': 0.9571793365271627, 'brier': 0.031055900621118012, 'sensitivity': 0.9807692307692307}",0.9937839937839937,5,5,0.975
374,4,"{'acc': 0.9782608695652174, 'auc': 0.9780830975370225, 'fpr': array([0.        , 0.02389078, 1.        ]), 'tpr': array([0.        , 0.98005698, 1.        ]), 'mcc': 0.9561661950740449, 'tnr': 0.9761092150170648, 'ppv': 0.98005698005698, 'f_score': 0.98005698005698, 'ap': 0.9713812493757992, 'brier': 0.021739130434782608, 'sensitivity': 0.98005698005698}",0.993006993006993,5,5,0.99
375,4,"{'acc': 0.967391304347826, 'auc': 0.9666842992045767, 'fpr': array([0.        , 0.03558719, 1.        ]), 'tpr': array([0.        , 0.96969697, 1.        ]), 'mcc': 0.933739116205092, 'tnr': 0.9644128113879004, 'ppv': 0.9723756906077348, 'f_score': 0.9710344827586207, 'ap': 0.9599905059309335, 'brier': 0.03260869565217391, 'sensitivity': 0.9696969696969697}",0.9945609945609946,5,6,0.93
376,4,"{'acc': 0.9611801242236024, 'auc': 0.9592349003735989, 'fpr': array([0.        , 0.02491103, 1.        ]), 'tpr': array([0.        , 0.95041322, 1.        ]), 'mcc': 0.9219792910156701, 'tnr': 0.9750889679715302, 'ppv': 0.9801136363636364, 'f_score': 0.9650349650349651, 'ap': 0.9594632707393218, 'brier': 0.03881987577639751, 'sensitivity': 0.9504132231404959}",0.993006993006993,5,6,0.9450000000000001
377,4,"{'acc': 0.9782608695652174, 'auc': 0.9769823485473915, 'fpr': array([0.        , 0.01824818, 1.        ]), 'tpr': array([0.        , 0.97567568, 1.        ]), 'mcc': 0.9556945304322951, 'tnr': 0.9817518248175182, 'ppv': 0.9863387978142076, 'f_score': 0.9809782608695653, 'ap': 0.9763219282820138, 'brier': 0.021739130434782608, 'sensitivity': 0.9756756756756757}",0.9933954933954934,5,6,0.96
378,4,"{'acc': 0.9751552795031055, 'auc': 0.974137594249326, 'fpr': array([0.       , 0.0212766, 1.       ]), 'tpr': array([0.        , 0.97237569, 1.        ]), 'mcc': 0.9496860920652466, 'tnr': 0.9787234042553191, 'ppv': 0.9832402234636871, 'f_score': 0.9777777777777776, 'ap': 0.9716068416343652, 'brier': 0.024844720496894408, 'sensitivity': 0.9723756906077348}",0.9933954933954934,5,6,0.975
379,4,"{'acc': 0.968944099378882, 'auc': 0.9692571785268415, 'fpr': array([0.        , 0.04109589, 1.        ]), 'tpr': array([0.        , 0.97727273, 1.        ]), 'mcc': 0.937344868304016, 'tnr': 0.958904109589041, 'ppv': 0.9662921348314607, 'f_score': 0.9717514124293786, 'ap': 0.9567533101973748, 'brier': 0.031055900621118012, 'sensitivity': 0.9772727272727273}",0.9933954933954934,5,6,0.99
380,4,"{'acc': 0.9642857142857143, 'auc': 0.9634203168685928, 'fpr': array([0.        , 0.03092784, 1.        ]), 'tpr': array([0.        , 0.96033994, 1.        ]), 'mcc': 0.9281254804452128, 'tnr': 0.9690721649484536, 'ppv': 0.9741379310344828, 'f_score': 0.9671897289586306, 'ap': 0.957242695932487, 'brier': 0.03571428571428571, 'sensitivity': 0.9603399433427762}",0.9918414918414918,6,3,0.93
381,4,"{'acc': 0.9767080745341615, 'auc': 0.9774829931972788, 'fpr': array([0.        , 0.03654485, 1.        ]), 'tpr': array([0.        , 0.98833819, 1.        ]), 'mcc': 0.9533783444214708, 'tnr': 0.9634551495016611, 'ppv': 0.9685714285714285, 'f_score': 0.9783549783549784, 'ap': 0.963487315067997, 'brier': 0.023291925465838508, 'sensitivity': 0.9883381924198251}",0.9918414918414918,6,3,0.9450000000000001
382,4,"{'acc': 0.9704968944099379, 'auc': 0.970494544087532, 'fpr': array([0.        , 0.04014599, 1.        ]), 'tpr': array([0.        , 0.97837838, 1.        ]), 'mcc': 0.9396097296024871, 'tnr': 0.9598540145985401, 'ppv': 0.9705093833780161, 'f_score': 0.9744279946164199, 'ap': 0.9619477569588305, 'brier': 0.029503105590062112, 'sensitivity': 0.9783783783783784}",0.9926184926184927,6,3,0.96
383,4,"{'acc': 0.9720496894409938, 'auc': 0.9709115805946792, 'fpr': array([0.   , 0.025, 1.   ]), 'tpr': array([0.        , 0.96978022, 1.        ]), 'mcc': 0.9433005317620591, 'tnr': 0.975, 'ppv': 0.9805555555555555, 'f_score': 0.9751381215469613, 'ap': 0.968004127514997, 'brier': 0.027950310559006212, 'sensitivity': 0.9697802197802198}",0.993006993006993,6,3,0.975
384,4,"{'acc': 0.9720496894409938, 'auc': 0.9727982162764771, 'fpr': array([0.        , 0.04234528, 1.        ]), 'tpr': array([0.       , 0.9851632, 1.       ]), 'mcc': 0.9442061581801875, 'tnr': 0.9576547231270358, 'ppv': 0.9623188405797102, 'f_score': 0.9736070381231671, 'ap': 0.9558050881299495, 'brier': 0.027950310559006212, 'sensitivity': 0.9851632047477745}",0.9918414918414918,6,3,0.99
385,4,"{'acc': 0.9736024844720497, 'auc': 0.9731160756985722, 'fpr': array([0.        , 0.02797203, 1.        ]), 'tpr': array([0.        , 0.97486034, 1.        ]), 'mcc': 0.9465601724543956, 'tnr': 0.972027972027972, 'ppv': 0.9775910364145658, 'f_score': 0.9762237762237763, 'ap': 0.966989880722753, 'brier': 0.026397515527950312, 'sensitivity': 0.9748603351955307}",0.9933954933954934,6,4,0.93
386,4,"{'acc': 0.9751552795031055, 'auc': 0.975540773589554, 'fpr': array([0.        , 0.03584229, 1.        ]), 'tpr': array([0.        , 0.98356164, 1.        ]), 'mcc': 0.9493989601963275, 'tnr': 0.96415770609319, 'ppv': 0.9728997289972899, 'f_score': 0.9782016348773842, 'ap': 0.9662236269261357, 'brier': 0.024844720496894408, 'sensitivity': 0.9835616438356164}",0.9918414918414918,6,4,0.9450000000000001
387,4,"{'acc': 0.967391304347826, 'auc': 0.9672371328718983, 'fpr': array([0.        , 0.03767123, 1.        ]), 'tpr': array([0.        , 0.97159091, 1.        ]), 'mcc': 0.9341969298247269, 'tnr': 0.9623287671232876, 'ppv': 0.9688385269121813, 'f_score': 0.9702127659574468, 'ap': 0.9568426554354624, 'brier': 0.03260869565217391, 'sensitivity': 0.9715909090909091}",0.9926184926184927,6,4,0.96
388,4,"{'acc': 0.967391304347826, 'auc': 0.9681273349937733, 'fpr': array([0.        , 0.04682274, 1.        ]), 'tpr': array([0.        , 0.97971014, 1.        ]), 'mcc': 0.9345695196820926, 'tnr': 0.9531772575250836, 'ppv': 0.9602272727272727, 'f_score': 0.96987087517934, 'ap': 0.9516139657444005, 'brier': 0.03260869565217391, 'sensitivity': 0.9797101449275363}",0.9922299922299922,6,4,0.975
389,4,"{'acc': 0.9875776397515528, 'auc': 0.9882422568553956, 'fpr': array([0.        , 0.02158273, 1.        ]), 'tpr': array([0.        , 0.99453552, 1.        ]), 'mcc': 0.9747170499327814, 'tnr': 0.9784172661870504, 'ppv': 0.9837837837837838, 'f_score': 0.9891304347826088, 'ap': 0.9815135061749459, 'brier': 0.012422360248447204, 'sensitivity': 0.994535519125683}",0.9914529914529915,6,4,0.99
390,4,"{'acc': 0.9736024844720497, 'auc': 0.9738078595837216, 'fpr': array([0.        , 0.03344482, 1.        ]), 'tpr': array([0.        , 0.97971014, 1.        ]), 'mcc': 0.946940283304167, 'tnr': 0.9665551839464883, 'ppv': 0.9712643678160919, 'f_score': 0.9754689754689755, 'ap': 0.9624271197734465, 'brier': 0.026397515527950312, 'sensitivity': 0.9797101449275363}",0.9914529914529915,6,5,0.93
391,4,"{'acc': 0.968944099378882, 'auc': 0.968924917969504, 'fpr': array([0.        , 0.03184713, 1.        ]), 'tpr': array([0.        , 0.96969697, 1.        ]), 'mcc': 0.937849835939008, 'tnr': 0.9681528662420382, 'ppv': 0.9696969696969697, 'f_score': 0.9696969696969697, 'ap': 0.9558401633500448, 'brier': 0.031055900621118012, 'sensitivity': 0.9696969696969697}",0.9926184926184927,6,5,0.9450000000000001
392,4,"{'acc': 0.9751552795031055, 'auc': 0.974117182876307, 'fpr': array([0.        , 0.02573529, 1.        ]), 'tpr': array([0.        , 0.97580645, 1.        ]), 'mcc': 0.9491523173060086, 'tnr': 0.9742647058823529, 'ppv': 0.981081081081081, 'f_score': 0.9784366576819407, 'ap': 0.9713204037537838, 'brier': 0.024844720496894408, 'sensitivity': 0.9758064516129032}",0.9918414918414918,6,5,0.96
393,4,"{'acc': 0.9720496894409938, 'auc': 0.9712518230670594, 'fpr': array([0.        , 0.02846975, 1.        ]), 'tpr': array([0.        , 0.97245179, 1.        ]), 'mcc': 0.9432425532935715, 'tnr': 0.9715302491103203, 'ppv': 0.9778393351800554, 'f_score': 0.9751381215469613, 'ap': 0.9664295627583815, 'brier': 0.027950310559006212, 'sensitivity': 0.9724517906336089}",0.9922299922299922,6,5,0.975
394,4,"{'acc': 0.9751552795031055, 'auc': 0.9755494505494505, 'fpr': array([0.        , 0.03521127, 1.        ]), 'tpr': array([0.        , 0.98333333, 1.        ]), 'mcc': 0.9496093169410434, 'tnr': 0.9647887323943662, 'ppv': 0.9725274725274725, 'f_score': 0.9779005524861878, 'ap': 0.9656354515050167, 'brier': 0.024844720496894408, 'sensitivity': 0.9833333333333333}",0.993006993006993,6,5,0.99
395,4,"{'acc': 0.9704968944099379, 'auc': 0.969727733302394, 'fpr': array([0.        , 0.01683502, 1.        ]), 'tpr': array([0.        , 0.95965418, 1.        ]), 'mcc': 0.9411358114585308, 'tnr': 0.9831649831649831, 'ppv': 0.985207100591716, 'f_score': 0.9722627737226277, 'ap': 0.967197241377265, 'brier': 0.029503105590062112, 'sensitivity': 0.9596541786743515}",0.991064491064491,6,6,0.93
396,4,"{'acc': 0.9658385093167702, 'auc': 0.9656593406593408, 'fpr': array([0.        , 0.04255319, 1.        ]), 'tpr': array([0.        , 0.97237569, 1.        ]), 'mcc': 0.9305702895210893, 'tnr': 0.9574468085106383, 'ppv': 0.967032967032967, 'f_score': 0.9696969696969698, 'ap': 0.9558472994696872, 'brier': 0.034161490683229816, 'sensitivity': 0.9723756906077348}",0.9922299922299922,6,6,0.9450000000000001
397,4,"{'acc': 0.9658385093167702, 'auc': 0.9657430243241936, 'fpr': array([0.        , 0.03606557, 1.        ]), 'tpr': array([0.        , 0.96755162, 1.        ]), 'mcc': 0.9314860486483872, 'tnr': 0.9639344262295082, 'ppv': 0.967551622418879, 'f_score': 0.967551622418879, 'ap': 0.9532368873870201, 'brier': 0.034161490683229816, 'sensitivity': 0.967551622418879}",0.9918414918414918,6,6,0.96
398,4,"{'acc': 0.9813664596273292, 'auc': 0.9818040132476135, 'fpr': array([0.        , 0.02721088, 1.        ]), 'tpr': array([0.        , 0.98857143, 1.        ]), 'mcc': 0.9624836293485634, 'tnr': 0.9727891156462585, 'ppv': 0.9774011299435028, 'f_score': 0.9829545454545454, 'ap': 0.9724420114398007, 'brier': 0.018633540372670808, 'sensitivity': 0.9885714285714285}",0.991064491064491,6,6,0.975
399,4,"{'acc': 0.9704968944099379, 'auc': 0.9705944798301487, 'fpr': array([0.        , 0.03470032, 1.        ]), 'tpr': array([0.        , 0.97553517, 1.        ]), 'mcc': 0.941011889542802, 'tnr': 0.9652996845425867, 'ppv': 0.9666666666666667, 'f_score': 0.9710806697108066, 'ap': 0.9554396895043086, 'brier': 0.029503105590062112, 'sensitivity': 0.9755351681957186}",0.9914529914529915,6,6,0.99
400,5,"{'acc': 0.9395953757225434, 'auc': 0.9396558139694029, 'fpr': array([0.        , 0.06816359, 1.        ]), 'tpr': array([0.        , 0.94749737, 1.        ]), 'mcc': 0.8793227050228563, 'tnr': 0.9318364073777065, 'ppv': 0.9317347407067462, 'f_score': 0.9395499508301036, 'ap': 0.908827781587293, 'brier': 0.060404624277456645, 'sensitivity': 0.9474973748687434}",0.9995086563195468,3,3,0.93
401,5,"{'acc': 0.9405780346820809, 'auc': 0.9406467097221496, 'fpr': array([0.       , 0.0651341, 1.       ]), 'tpr': array([0.        , 0.94624151, 1.        ]), 'mcc': 0.8812004101571238, 'tnr': 0.9348659003831418, 'ppv': 0.9361120601298257, 'f_score': 0.9411495305701856, 'ap': 0.9127823092430454, 'brier': 0.05942196531791907, 'sensitivity': 0.9462415103027513}",0.9994797537501083,3,3,0.9450000000000001
402,5,"{'acc': 0.9374566473988439, 'auc': 0.9376819255013517, 'fpr': array([0.        , 0.07358053, 1.        ]), 'tpr': array([0.        , 0.94844291, 1.        ]), 'mcc': 0.8751130763553627, 'tnr': 0.9264194669756662, 'ppv': 0.9283133890268683, 'f_score': 0.9382701962574167, 'ap': 0.906290399189587, 'brier': 0.06254335260115607, 'sensitivity': 0.9484429065743945}",0.9995664614584236,3,3,0.96
403,5,"{'acc': 0.9402312138728324, 'auc': 0.9402997744739843, 'fpr': array([0.        , 0.06534884, 1.        ]), 'tpr': array([0.        , 0.94574713, 1.        ]), 'mcc': 0.8804989133373655, 'tnr': 0.9346511627906977, 'ppv': 0.9360637087599545, 'f_score': 0.9408805031446541, 'ap': 0.912562799715703, 'brier': 0.05976878612716763, 'sensitivity': 0.9457471264367816}",0.99945085118067,3,3,0.975
404,5,"{'acc': 0.9397687861271676, 'auc': 0.9399021884596822, 'fpr': array([0.        , 0.06868196, 1.        ]), 'tpr': array([0.        , 0.94818832, 1.        ]), 'mcc': 0.8796553593983274, 'tnr': 0.9313180449386148, 'ppv': 0.9326901248581158, 'f_score': 0.9403753719386586, 'ap': 0.9103196418272264, 'brier': 0.06023121387283237, 'sensitivity': 0.9481883221786291}",0.999653169166739,3,3,0.99
405,5,"{'acc': 0.9401156069364162, 'auc': 0.9402041585577108, 'fpr': array([0.        , 0.06847901, 1.        ]), 'tpr': array([0.        , 0.94884642, 1.        ]), 'mcc': 0.8803878652192991, 'tnr': 0.9315209910529938, 'ppv': 0.9316933638443936, 'f_score': 0.9401916637801639, 'ap': 0.9094096379226229, 'brier': 0.05988439306358381, 'sensitivity': 0.9488464227452809}",0.9997687794444926,3,4,0.93
406,5,"{'acc': 0.9371676300578035, 'auc': 0.9372819450439578, 'fpr': array([0.        , 0.07058414, 1.        ]), 'tpr': array([0.        , 0.94488007, 1.        ]), 'mcc': 0.8744298993573888, 'tnr': 0.9294158553546592, 'ppv': 0.9308190389639895, 'f_score': 0.937796852646638, 'ap': 0.9071424200348946, 'brier': 0.06283236994219653, 'sensitivity': 0.944880073800738}",0.9997109743056157,3,4,0.9450000000000001
407,5,"{'acc': 0.9393063583815029, 'auc': 0.9393837530610465, 'fpr': array([0.        , 0.06699119, 1.        ]), 'tpr': array([0.        , 0.94557196, 1.        ]), 'mcc': 0.8786741302250499, 'tnr': 0.9330088085303663, 'ppv': 0.9341535657325131, 'f_score': 0.9398280802292264, 'ap': 0.9105926510863099, 'brier': 0.06069364161849711, 'sensitivity': 0.9455719557195572}",0.9997109743056157,3,4,0.96
408,5,"{'acc': 0.9417341040462428, 'auc': 0.9418639948443901, 'fpr': array([0.        , 0.06715126, 1.        ]), 'tpr': array([0.        , 0.95065447, 1.        ]), 'mcc': 0.8836155887014883, 'tnr': 0.9328487365870544, 'ppv': 0.9337808624416885, 'f_score': 0.9421421191596832, 'ap': 0.9123272240637292, 'brier': 0.058265895953757224, 'sensitivity': 0.9506544654233754}",0.999653169166739,3,4,0.975
409,5,"{'acc': 0.9387861271676301, 'auc': 0.9388711571562272, 'fpr': array([0.        , 0.06868733, 1.        ]), 'tpr': array([0.        , 0.94630639, 1.        ]), 'mcc': 0.8776806827701513, 'tnr': 0.9313126656678575, 'ppv': 0.9319323892188214, 'f_score': 0.9390643880545485, 'ap': 0.9086565806412517, 'brier': 0.06121387283236994, 'sensitivity': 0.9463063898875101}",0.9996965230208965,3,4,0.99
410,5,"{'acc': 0.9398843930635838, 'auc': 0.9400307261768881, 'fpr': array([0.       , 0.0680861, 1.       ]), 'tpr': array([0.       , 0.9476691, 1.       ]), 'mcc': 0.8798221947503385, 'tnr': 0.9319138979878334, 'ppv': 0.934429923388914, 'f_score': 0.9410029498525074, 'ap': 0.9120043568793946, 'brier': 0.06011560693641618, 'sensitivity': 0.9476691042047533}",0.9996820717361773,3,5,0.93
411,5,"{'acc': 0.9427745664739884, 'auc': 0.9428712670276131, 'fpr': array([0.        , 0.06520737, 1.        ]), 'tpr': array([0.        , 0.95081206, 1.        ]), 'mcc': 0.8856736101926195, 'tnr': 0.9347926267281106, 'ppv': 0.935402876055695, 'f_score': 0.9430445288229203, 'ap': 0.913901010677131, 'brier': 0.05722543352601156, 'sensitivity': 0.9508120649651972}",0.9995953640278621,3,5,0.9450000000000001
412,5,"{'acc': 0.9375722543352601, 'auc': 0.9376805140629866, 'fpr': array([0.        , 0.07093505, 1.        ]), 'tpr': array([0.       , 0.9461467, 1.       ]), 'mcc': 0.8752863362943207, 'tnr': 0.9290649470290189, 'ppv': 0.9297445255474452, 'f_score': 0.9378739070409572, 'ap': 0.9064955274777533, 'brier': 0.06242774566473988, 'sensitivity': 0.9461467038068709}",0.999725425590335,3,5,0.96
413,5,"{'acc': 0.9391907514450867, 'auc': 0.939329639750307, 'fpr': array([0.        , 0.06918166, 1.        ]), 'tpr': array([0.        , 0.94749568, 1.        ]), 'mcc': 0.87848663394655, 'tnr': 0.930818340104469, 'ppv': 0.9324645892351274, 'f_score': 0.9399200456881781, 'ap': 0.9098645536175549, 'brier': 0.06080924855491329, 'sensitivity': 0.9474956822107081}",0.999653169166739,3,5,0.975
414,5,"{'acc': 0.9380346820809249, 'auc': 0.9380672847367859, 'fpr': array([0.        , 0.06692777, 1.        ]), 'tpr': array([0.        , 0.94303283, 1.        ]), 'mcc': 0.8761198151813243, 'tnr': 0.9330722267019929, 'ppv': 0.9332874038351131, 'f_score': 0.938134810710988, 'ap': 0.9085021686717953, 'brier': 0.06196531791907514, 'sensitivity': 0.9430328344355494}",0.9996387178820197,3,5,0.99
415,5,"{'acc': 0.9410404624277456, 'auc': 0.9410677426284851, 'fpr': array([0.        , 0.06225953, 1.        ]), 'tpr': array([0.        , 0.94428522, 1.        ]), 'mcc': 0.8820805867547661, 'tnr': 0.937740468695348, 'ppv': 0.9391175464599247, 'f_score': 0.9416942951869213, 'ap': 0.9148873073066017, 'brier': 0.058959537572254334, 'sensitivity': 0.9442852229737476}",0.9993063383334778,3,6,0.93
416,5,"{'acc': 0.9389017341040462, 'auc': 0.9389975656435482, 'fpr': array([0.        , 0.06756914, 1.        ]), 'tpr': array([0.        , 0.94525255, 1.        ]), 'mcc': 0.877839253706356, 'tnr': 0.9324308554090326, 'ppv': 0.9344429347826086, 'f_score': 0.9398166600239138, 'ap': 0.910914623232499, 'brier': 0.061098265895953754, 'sensitivity': 0.9452525483907914}",0.9993641434723547,3,6,0.9450000000000001
417,5,"{'acc': 0.9399421965317919, 'auc': 0.9401122779922841, 'fpr': array([0.        , 0.06954103, 1.        ]), 'tpr': array([0.        , 0.94937731, 1.        ]), 'mcc': 0.8800303951110928, 'tnr': 0.9304589707927677, 'ppv': 0.9320729084116381, 'f_score': 0.9406455298486147, 'ap': 0.9102645895812927, 'brier': 0.06005780346820809, 'sensitivity': 0.9493773062730627}",0.9993063383334778,3,6,0.96
418,5,"{'acc': 0.9402312138728324, 'auc': 0.9402532337646784, 'fpr': array([0.       , 0.0655287, 1.       ]), 'tpr': array([0.       , 0.9460973, 1.       ]), 'mcc': 0.8805375369264967, 'tnr': 0.9344713025547027, 'ppv': 0.9341089736205507, 'f_score': 0.9400649200092743, 'ap': 0.9104631847049802, 'brier': 0.05976878612716763, 'sensitivity': 0.9460973048652432}",0.9992340819098818,3,6,0.975
419,5,"{'acc': 0.9389017341040462, 'auc': 0.9389359636050593, 'fpr': array([0.        , 0.06604426, 1.        ]), 'tpr': array([0.        , 0.94387755, 1.        ]), 'mcc': 0.8778526088888741, 'tnr': 0.9339557399723375, 'ppv': 0.934236198783427, 'f_score': 0.9390321278191152, 'ap': 0.9097814539950331, 'brier': 0.061098265895953754, 'sensitivity': 0.9438775510204082}",0.9992774357640394,3,6,0.99
420,5,"{'acc': 0.9396531791907514, 'auc': 0.9397768348893665, 'fpr': array([0.        , 0.06925559, 1.        ]), 'tpr': array([0.        , 0.94861981, 1.        ]), 'mcc': 0.8794589402598744, 'tnr': 0.9307444111546439, 'ppv': 0.9315489749430524, 'f_score': 0.9400068957591082, 'ap': 0.9092927478357195, 'brier': 0.06034682080924855, 'sensitivity': 0.9486198097889121}",0.9997832307292118,4,3,0.93
421,5,"{'acc': 0.9416184971098266, 'auc': 0.9416904616766658, 'fpr': array([0.        , 0.06428406, 1.        ]), 'tpr': array([0.        , 0.94747754, 1.        ]), 'mcc': 0.8832871982604961, 'tnr': 0.9357159433743328, 'ppv': 0.9369020501138953, 'f_score': 0.9421601191157942, 'ap': 0.9140520309197183, 'brier': 0.05838150289017341, 'sensitivity': 0.9474775397373877}",0.9996965230208965,4,3,0.9450000000000001
422,5,"{'acc': 0.9387283236994219, 'auc': 0.9387788366424261, 'fpr': array([0.        , 0.06637322, 1.        ]), 'tpr': array([0.        , 0.94380985, 1.        ]), 'mcc': 0.877497151767451, 'tnr': 0.9336267809567937, 'ppv': 0.9345367302639095, 'f_score': 0.939150401836969, 'ap': 0.9101752634674137, 'brier': 0.06127167630057803, 'sensitivity': 0.9438098534671744}",0.9996676204514582,4,3,0.96
423,5,"{'acc': 0.9402890173410404, 'auc': 0.9404511678236225, 'fpr': array([0.        , 0.06888554, 1.        ]), 'tpr': array([0.        , 0.94940648, 1.        ]), 'mcc': 0.8807116162864682, 'tnr': 0.931114461324365, 'ppv': 0.9327445652173914, 'f_score': 0.9410017705180193, 'ap': 0.9109294540474289, 'brier': 0.059710982658959535, 'sensitivity': 0.9494064768929353}",0.9996387178820197,4,3,0.975
424,5,"{'acc': 0.9379768786127167, 'auc': 0.9380864716827448, 'fpr': array([0.        , 0.06948956, 1.        ]), 'tpr': array([0.        , 0.94539171, 1.        ]), 'mcc': 0.8760375341714527, 'tnr': 0.9305104408352668, 'ppv': 0.9319704713231118, 'f_score': 0.9386331140977981, 'ap': 0.908475996888868, 'brier': 0.062023121387283234, 'sensitivity': 0.9453917050691244}",0.9998265845833695,4,3,0.99
425,5,"{'acc': 0.9402890173410404, 'auc': 0.9403842473459041, 'fpr': array([0.        , 0.06682108, 1.        ]), 'tpr': array([0.       , 0.9473745, 1.       ]), 'mcc': 0.8806609498216299, 'tnr': 0.9331789229878402, 'ppv': 0.9343273389483269, 'f_score': 0.940805684487995, 'ap': 0.911516272492713, 'brier': 0.059710982658959535, 'sensitivity': 0.9473744950952107}",0.9998554871528079,4,4,0.93
426,5,"{'acc': 0.9406936416184971, 'auc': 0.940754009406058, 'fpr': array([0.        , 0.06657484, 1.        ]), 'tpr': array([0.        , 0.94806707, 1.        ]), 'mcc': 0.8815001248850036, 'tnr': 0.933425160697888, 'ppv': 0.933501490483834, 'f_score': 0.9407279029462738, 'ap': 0.910802370053154, 'brier': 0.05930635838150289, 'sensitivity': 0.948067070330694}",0.9996965230208965,4,4,0.9450000000000001
427,5,"{'acc': 0.9397109826589596, 'auc': 0.9397813672965256, 'fpr': array([0.        , 0.06659729, 1.        ]), 'tpr': array([0.       , 0.9460178, 1.       ]), 'mcc': 0.8794916178841334, 'tnr': 0.9334027055150884, 'ppv': 0.9342465753424658, 'f_score': 0.9400953420251565, 'ap': 0.9108081108337063, 'brier': 0.06028901734104046, 'sensitivity': 0.9460178014102416}",0.9998554871528079,4,4,0.96
428,5,"{'acc': 0.9390751445086705, 'auc': 0.9390851855279728, 'fpr': array([0.        , 0.06615543, 1.        ]), 'tpr': array([0.        , 0.94441201, 1.        ]), 'mcc': 0.8782134715765075, 'tnr': 0.9338445690740529, 'ppv': 0.9332948643969994, 'f_score': 0.9388205247271884, 'ap': 0.9089293251375804, 'brier': 0.06092485549132948, 'sensitivity': 0.9444120051383861}",0.999797682013931,4,4,0.975
